age,watch_hours,last_login_days,monthly_fee,number_of_profiles,avg_watch_time_per_day,engagement_score,gender_Male,gender_Other,subscription_type_Premium,subscription_type_Standard,region_Asia,region_Europe,region_North America,region_Oceania,region_South America,device_Laptop,device_Mobile,device_TV,device_Tablet,payment_method_Crypto,payment_method_Debit Card,payment_method_Gift Card,payment_method_PayPal,favorite_genre_Comedy,favorite_genre_Documentary,favorite_genre_Drama,favorite_genre_Horror,favorite_genre_Romance,favorite_genre_Sci-Fi,churned
27,3.46,42,13.99,5,0.08,-38.46,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
36,16.29,48,13.99,4,0.33,-31.380000000000003,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
28,12.94,40,8.99,3,0.32,-26.740000000000002,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1
66,5.27,6,8.99,5,0.75,0.019999999999999574,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
24,16.17,33,17.99,2,0.48,-16.349999999999998,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
66,10.41,1,17.99,5,5.21,14.620000000000001,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
60,20.76,8,8.99,4,2.31,15.07,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,0.45,44,17.99,3,0.01,-43.54,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
54,11.9,49,8.99,5,0.24,-36.86,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
33,43.55,4,8.99,1,8.71,48.26,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
69,5.4,14,17.99,3,0.36,-8.239999999999998,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
44,12.56,53,13.99,3,0.23,-40.21,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
39,34.56,39,8.99,1,0.86,-3.5799999999999983,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
53,3.41,50,17.99,1,0.07,-46.52,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
33,5.76,40,13.99,5,0.14,-34.1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
36,1.11,39,8.99,1,0.03,-37.86,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
65,3.84,3,8.99,3,0.96,1.7999999999999998,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
23,15.27,27,17.99,1,0.55,-11.18,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
22,7.28,43,17.99,5,0.17,-35.55,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
51,0.73,46,13.99,5,0.02,-45.25,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
69,21.64,27,17.99,5,0.77,-4.59,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
57,4.12,10,8.99,1,0.37,-5.51,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1
28,0.77,21,17.99,2,0.04,-20.19,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
65,13.42,52,8.99,3,0.25,-38.33,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
31,4.03,24,17.99,5,0.16,-19.81,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
54,4.41,9,13.99,2,0.44,-4.1499999999999995,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
46,14.86,47,8.99,4,0.31,-31.83,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
39,11.04,60,17.99,4,0.18,-48.78,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1
29,15.36,31,17.99,1,0.48,-15.16,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
50,9.54,38,8.99,3,0.24,-28.22,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
54,14.18,45,8.99,5,0.31,-30.509999999999998,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
32,1.52,10,13.99,3,0.14,-8.34,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
25,0.82,22,17.99,1,0.04,-21.14,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1
64,0.34,1,17.99,3,0.17,-0.49,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
44,1.01,13,13.99,4,0.07,-11.92,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
44,7.47,19,17.99,1,0.37,-11.16,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
18,6.57,50,8.99,3,0.13,-43.3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
38,39.29,54,8.99,5,0.71,-14.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
36,3.16,23,13.99,5,0.13,-19.71,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1
18,0.75,11,8.99,5,0.06,-10.19,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
21,5.57,21,8.99,3,0.25,-15.18,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
37,3.72,31,13.99,2,0.12,-27.16,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
34,1.94,39,17.99,5,0.05,-37.01,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
36,1.46,60,17.99,5,0.02,-58.52,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
51,2.29,51,8.99,3,0.04,-48.67,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
54,6.72,47,8.99,4,0.14,-40.14,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
37,2.44,8,17.99,2,0.27,-5.29,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
20,5.46,59,13.99,2,0.09,-53.45,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
20,5.64,24,8.99,2,0.23,-18.13,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
51,3.38,40,13.99,3,0.08,-36.54,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
39,1.86,55,17.99,3,0.03,-53.11,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
52,4.12,1,17.99,4,2.06,5.18,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
34,7.32,57,13.99,1,0.13,-49.55,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
35,34.3,18,13.99,1,1.81,18.11,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
47,3.78,56,17.99,3,0.07,-52.15,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
42,10.89,15,13.99,5,0.68,-3.4299999999999997,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
34,5.24,20,17.99,3,0.25,-14.51,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
44,46.8,46,17.99,4,1.0,1.7999999999999972,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
34,22.76,59,17.99,3,0.38,-35.86,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,5.61,41,17.99,1,0.13,-35.26,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
20,2.16,28,8.99,1,0.07,-25.77,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
55,13.16,57,13.99,5,0.23,-43.61,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
68,10.16,25,17.99,3,0.39,-14.45,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
24,35.74,48,13.99,1,0.73,-11.530000000000001,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
48,0.91,38,8.99,4,0.02,-37.07,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
46,7.78,37,13.99,4,0.2,-29.02,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
70,4.55,22,17.99,1,0.2,-17.25,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1
25,22.21,57,8.99,3,0.38,-34.41,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
41,1.2,49,13.99,4,0.02,-47.78,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
22,3.76,59,8.99,3,0.06,-55.18,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
24,10.15,9,8.99,2,1.02,2.17,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
24,2.28,43,8.99,5,0.05,-40.67,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
25,6.08,19,17.99,3,0.3,-12.620000000000001,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
29,25.31,15,8.99,4,1.58,11.89,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
62,19.11,21,8.99,5,0.87,-1.0199999999999996,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
35,21.25,46,8.99,3,0.45,-24.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
41,6.0,26,8.99,4,0.22,-19.78,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
66,7.68,52,17.99,2,0.14,-44.18,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1
38,10.9,45,8.99,4,0.24,-33.86,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
48,23.03,54,17.99,4,0.42,-30.549999999999997,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
50,6.59,6,8.99,2,0.94,1.5299999999999994,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
51,1.56,55,8.99,3,0.03,-53.41,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
24,1.59,42,8.99,5,0.04,-40.37,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
44,3.91,2,8.99,4,1.3,3.21,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
65,2.96,33,8.99,1,0.09,-29.95,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
35,9.88,10,17.99,3,0.9,0.7800000000000011,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
62,7.43,49,8.99,4,0.15,-41.42,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
26,25.0,12,17.99,2,1.92,14.920000000000002,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
22,42.86,54,17.99,4,0.78,-10.36,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
33,3.05,28,8.99,5,0.11,-24.84,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
25,9.7,4,8.99,2,1.94,7.639999999999999,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
61,2.36,6,13.99,1,0.34,-3.3000000000000003,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
61,5.83,20,8.99,5,0.28,-13.89,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
50,20.95,18,13.99,4,1.1,4.050000000000001,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
26,1.54,20,8.99,4,0.07,-18.39,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
46,4.56,14,13.99,2,0.3,-9.14,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
63,3.98,20,13.99,3,0.19,-15.83,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
54,0.48,59,17.99,4,0.01,-58.51,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
40,0.28,37,8.99,2,0.01,-36.71,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
18,20.23,36,13.99,4,0.55,-15.219999999999999,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
63,0.67,9,17.99,5,0.07,-8.26,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
62,18.27,41,13.99,3,0.43,-22.3,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
42,1.87,20,17.99,3,0.09,-18.04,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
29,23.05,36,13.99,4,0.62,-12.329999999999998,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
66,2.61,44,8.99,1,0.06,-41.33,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
57,15.52,13,17.99,5,1.11,3.629999999999999,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
56,38.59,10,8.99,2,3.51,32.1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
32,14.22,48,8.99,3,0.29,-33.49,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
69,3.46,60,13.99,5,0.06,-56.48,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
30,5.97,2,17.99,3,1.99,5.96,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
56,6.94,27,8.99,3,0.25,-19.81,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
35,22.39,45,8.99,1,0.49,-22.12,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1
41,3.61,29,13.99,5,0.12,-25.27,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
43,0.37,16,8.99,5,0.02,-15.61,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
60,6.3,3,8.99,2,1.57,4.87,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
22,15.39,58,17.99,2,0.26,-42.35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
18,3.19,16,8.99,4,0.19,-12.620000000000001,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
41,19.33,6,8.99,5,2.76,16.089999999999996,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
53,40.81,17,8.99,1,2.27,26.080000000000005,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
37,7.26,57,8.99,4,0.13,-49.61,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
37,18.92,0,13.99,1,18.92,37.84,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
41,8.26,57,17.99,4,0.14,-48.6,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
59,8.85,16,8.99,3,0.52,-6.630000000000001,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
28,4.14,37,17.99,2,0.11,-32.75,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
70,20.54,19,17.99,4,1.03,2.5700000000000003,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
50,9.9,10,13.99,2,0.9,0.8000000000000007,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
62,4.03,50,17.99,4,0.08,-45.89,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
51,1.67,28,17.99,4,0.06,-26.27,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
27,12.8,43,8.99,2,0.29,-29.91,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
63,17.51,12,13.99,1,1.35,6.860000000000003,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
56,45.06,6,17.99,5,6.44,45.5,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
56,21.77,51,13.99,2,0.42,-28.81,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
57,12.13,24,17.99,1,0.49,-11.379999999999999,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
64,3.68,55,13.99,5,0.07,-51.25,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
50,0.73,24,17.99,2,0.03,-23.24,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
63,2.37,28,8.99,5,0.08,-25.55,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
47,13.83,54,13.99,3,0.25,-39.92,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
27,15.99,37,17.99,2,0.42,-20.59,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
21,21.57,47,8.99,3,0.45,-24.98,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
52,6.62,56,17.99,1,0.12,-49.26,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
27,20.06,45,13.99,4,0.44,-24.5,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
28,0.79,40,8.99,1,0.02,-39.19,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
18,3.49,54,13.99,3,0.06,-50.45,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
19,8.12,2,17.99,1,2.71,8.829999999999998,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
34,28.39,41,17.99,2,0.68,-11.93,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
63,1.3,20,8.99,5,0.06,-18.64,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
60,7.31,21,17.99,3,0.33,-13.36,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
24,3.05,9,13.99,1,0.3,-5.65,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
34,8.64,8,17.99,4,0.96,1.6000000000000014,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
55,17.61,35,8.99,1,0.49,-16.900000000000002,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
31,5.68,49,17.99,2,0.11,-43.21,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
28,10.53,23,17.99,2,0.44,-12.030000000000001,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
58,22.17,40,17.99,4,0.54,-17.29,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
44,58.4,26,8.99,1,2.16,34.56,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
69,5.8,26,17.99,5,0.21,-19.990000000000002,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
42,9.08,17,17.99,1,0.5,-7.42,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
52,17.09,42,8.99,2,0.4,-24.51,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
50,12.33,16,17.99,5,0.73,-2.9399999999999995,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
20,12.93,14,13.99,1,0.86,-0.21000000000000085,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
37,8.96,42,17.99,1,0.21,-32.83,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
51,1.1,29,13.99,3,0.04,-27.86,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
49,3.03,39,17.99,2,0.08,-35.89,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
40,9.07,11,8.99,1,0.76,-1.17,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
60,9.22,45,17.99,2,0.2,-35.58,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
44,5.79,8,17.99,3,0.64,-1.5700000000000003,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
29,8.55,40,8.99,1,0.21,-31.24,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
30,1.87,6,17.99,2,0.27,-3.86,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20,12.02,23,17.99,1,0.5,-10.48,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
55,6.2,45,8.99,4,0.13,-38.67,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
21,11.16,58,8.99,3,0.19,-46.65,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1
29,3.2,54,13.99,2,0.06,-50.74,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
41,8.44,36,17.99,4,0.23,-27.33,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
28,8.87,39,13.99,1,0.22,-29.91,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
25,2.9,29,17.99,2,0.1,-26.0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
25,0.17,58,8.99,4,0.0,-57.83,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
41,5.24,49,17.99,2,0.1,-43.66,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
67,10.24,11,13.99,2,0.85,0.08999999999999986,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
49,9.68,10,8.99,2,0.88,0.5600000000000005,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
58,15.28,42,8.99,1,0.36,-26.36,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1
66,4.96,4,13.99,1,0.99,1.9500000000000002,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
50,0.3,43,8.99,3,0.01,-42.69,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
64,3.38,38,13.99,2,0.09,-34.53,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
55,11.61,21,17.99,4,0.53,-8.860000000000001,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
40,2.65,21,17.99,5,0.12,-18.23,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
33,16.27,2,13.99,2,5.42,19.689999999999998,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
35,2.55,26,8.99,2,0.09,-23.36,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
67,101.06,19,8.99,2,5.05,87.11,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
62,3.95,54,13.99,4,0.07,-49.98,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
61,13.1,45,13.99,4,0.28,-31.62,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
68,8.28,47,17.99,1,0.17,-38.55,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
39,0.12,3,13.99,3,0.03,-2.85,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
